person,age_at_founding,age_became_billionaire,age_education_ended,books_authored,children_in_business,co_founded,co_founder_skill_complement,consumption_index,employer_1,employer_2,employer_3,estimated_inheritance_m,estimated_lifetime_giving_m,ethnicity,family_business_type,family_office,family_office_name,family_owned_business,family_socioeconomic_class,father_occupation,first_gen_immigrant,first_institutional_investor,foundation_name,founding_detail,giving_pct_of_net_worth,giving_pledge_signatory,government_roles_held,heritage_detail,initial_funding_detail,initial_funding_type,known_art_collector,known_failed_ventures,major_lawsuits,market_position,market_position_detail,media_visibility,moat_type,moat_type_detail,mother_occupation,notable_political_positions,number_of_co_founders,number_of_companies_founded,number_of_marriages,parent_education_level,parent_immigrant,parent_immigration_detail,party,party_detail,pre_wealth_bankruptcy,primary_domain_expertise,primary_philanthropic_causes,private_jet,revenue_model_type,revenue_model_type_detail,role_at_employer_1,role_at_employer_2,role_at_employer_3,skill_profile,social_media_activity,total_pre_founding_career_years,wealth_concentration_ratio_pct,yacht,year_founded,years_at_employer_1,years_at_employer_2,years_at_employer_3,years_founding_to_1b
ankur_jain,33,,,1,,N,"O. Francis Biondi (co-founder, met at First Boston high-yield desk)",high,Humin,Bilt Rewards,,,,"american,indian",Technology / Internet,,,N,wealthy,Tech entrepreneur / former Microsoft executive; founded InfoSpace,N,,King Street Charitable Trust,,,N,,,Private/VC,other,,,,winner_take_most,,high,"ip,location,network_effects",Network effects / landlord partnerships,,,1.0,2.0,1.0,unknown,Y,,,,,Consumer fintech / loyalty rewards,"Medical research, Villanova University",,"platform_marketplace,transaction_commission",Transaction fee / rewards platform,Co-Founder,Founder & CEO,,"sales,tech",high,,32.0,,2021,,5.0,,
ann_walton_kroenke,28,50.0,,0,0.0,N,,high,Nursing/Healthcare,Beau Brummell,,,,"american,white",Retail (Walmart),,,Y,wealthy,"James ""Bud"" Walton (Sams brother)",N,,Nina Hyde Center for Breast Cancer Research (co-founder),,,N,,,Self-funded/Bootstrapped,self_funded,Y,,,fragmented,,low,brand,Brand / American luxury lifestyle icon / 82% voting control,,Presidential Medal of Freedom (2021),0.0,1.0,1.0,,Y,,,,,Healthcare/Nursing,"Cancer prevention (Ralph Lauren Center, Harlem, MSK, Georgetown). Fashion Targets Breast Cancer",,"food_beverage,healthcare","Luxury fashion (apparel, accessories, home, hospitality)",Registered Nurse,Tie salesman,,sales,,,82.0,,1967,,,,
anne_dinning,,,,0,,N,,,D.E. Shaw,,,,300.0,,Oil and gas / minigolf park,,,N,,,N,,Corabelle Lumps Foundation,,,Y,,,,,,,,fragmented,,,,,,,,2.0,,,,,,,,Quantitative finance / computer science,"Global health (Partners in Health), poverty reduction (Robin Hood Foundation)",,licensing_royalties,Resource extraction / royalties,Quantitative researcher / algorithm developer; Executive Committee member,,,"finance,tech",,,,,,36.0,,,
anne_pedrero,,,,0,1.0,,,high,,,,,,,Food/Agriculture/Financial/Industrial (Cargill),,,Y,wealthy,Cargill heir/executive (John H. MacMillan III),N,,Perelman Foundation,,,,,,,,Y,,,winner_take_most,,,,,,,,,5.0,,,,,,,Dealmaking / diversified acquisitions,Education (Princeton pledge),,"diversified,food_beverage",Diversified commodities/food/agriculture/financial/industrial,,,,finance,,,,,,,,,
annette_lerner,26,,,1,1.0,Y,"Ted Lerner (husband, primary founder)",low,Father's shoe store,Accounting firm (unspecified),Morgan Properties,,,"american,jewish",Commercial Real Estate / Sports Franchise,Y,Brooklyn NY Holdings,Y,wealthy,Shoe store owner,N,,The Lerner Foundation,,,N,,,Self-funded/Partner equity,self_funded,,,,fragmented,,low,scale,Scale/Portfolio size,,,1.0,1.0,1.0,,,,democrat,,N,Real estate / apartment ownership,"Children's National Hospital, George Washington University, Hebrew University in Jerusalem",,other,"Largest private apartment owner in US (95,000+ units across 20 states)",Shoe salesman,Accountant,Founder/CEO/Owner,"finance,ops",low,,,,1952,,,41.0,
anthony_casalena,20,39.0,23.0,1,,N,,high,Bloomberg,OpenAI,Anthropic,0.03,,,,,,N,middle,Sales (internet/tech),N,,Casalena Foundation,,,N,,,Family loan,family_capital,N,,,winner_take_most,,medium,brand,"Integrated platform, design differentiation, brand",,,0.0,1.0,,,,,democrat,,,,"Arts and culture, community welfare",,saas_subscription,SaaS subscription,Technology Journalist,Researcher/Employee,Cofounder and Head of Policy,,low,,,,2003,,,,
anthony_pritzker,0,,27.0,0,,N,,medium,Marmon conglomerate (Pritzker family),Pritzker Group,Pritzker Private Capital,1500.0,30.0,"american,jewish","Hotels, private equity, industrial/manufacturing",Y,Pritzker Group / Pritzker Private Capital,Y,wealthy,Joseph Hardy III (founded 84 Lumber 1956),N,,Anthony and Jeanne Pritzker Family Foundation,,0.75,N,,,Family capital,family_capital,,,Pritzker family trust disputes (1990s-2000s),fragmented,,low,"distribution,scale",Scale/distribution,,"Donations to Democrats, Republicans, and Libertarians",,2.0,1.0,college,,3rd+ generation American,independent,Bipartisan,N,Private equity / industrial operations,Education (UCLA Psychology),Y,management_fees,Private equity / management fees,Executive / operator of middle-market manufacturing and distribution companies,Principal / co-head,Founder / head,"finance,ops",low,20.0,,N,2017,20.0,15.0,9.0,1.0
anthony_wood,,,,4,,N,,,Edison Chouest Offshore,,,,,"american,british",Offshore marine vessels and shipbuilding,,,N,wealthy,Founder/Owner of offshore vessel company (Edison Chouest Offshore),Y,,,,,,,,,,,,,,,medium,"ip,scale,vertical_integration","Fleet scale, shipyard ownership, vertical integration",,,,2.0,,,Y,from England,,,,Consumer Electronics / Streaming Technology,,,real_estate,Asset-based services (vessel leasing/operations),Owner and President,,,tech,,,,Y,2002,,,,
antonio_gracias,26,,,0,,N,,,MG Capital,Valor Equity Partners,,,,"american,hispanic","Chemicals manufacturing, aerospace engineering, commercial real estate",Y,,N,wealthy,,N,Accel,,,,N,,,,,,,,fragmented,,medium,,,,,0.0,2.0,,,,Father was Holocaust survivor (immigrant),republican,,,Growth Equity / Operational Investing,,,management_fees,Management fees and carried interest,Founder,Founder and CEO,,"finance,ops",low,,,,1995,1995.0,1998.0,,
antony_ressler,,,,0,1.0,Y,,high,Drexel Burnham Lambert,Apollo Global Management,Ares Management,,,"american,white",Fast food / restaurant chain,,,N,middle,S. Truett Cathy (founded Chick-fil-A 1967),N,,,,,N,,Jewish heritage,,,Y,,,fragmented,,medium,"brand,ip,reputation,scale",Scale / relationships / brand,,2012 LGBTQ controversy (public opposition to same-sex marriage); WinShape donated $8M+ to anti-LGBTQ orgs,2.0,2.0,,,,,,,N,Restaurant / food service operations,"Alliance for College-Ready Public Schools (26 charter schools LA), LACMA board co-chair",Y,management_fees,Management fees / carried interest,Bond department professional,Co-Founder,Co-Founder / CEO then Executive Chairman,ops,,,,,1997,,7.0,29.0,
april_goh,,,,0,,,,,,,,,,"chinese,singaporean",Paint manufacturing,,,Y,wealthy,Businessman (Nippon Paint/Goh family),Y,,,,,N,,,,,,,,,,low,,,,,,,,,,,,,,,,,,,,,,,low,,,,,,,,
aravind_srinivas,28,29.0,,0,,Y,"Andy Konwinski, Denis Yarats, Johnny Ho",low,Google DeepMind / OpenAI (research),Google DeepMind,OpenAI,0.0,,"american,indian",,,,N,middle,,Y,Accel,,,,N,,,Venture Capital,venture_capital,,,,,,medium,ip,IP / Platform Innovation,,,3.0,1.0,0.0,,Y,,,,N,Artificial Intelligence / Machine Learning,"Education (UWC Dilijan Armenia), Armenian heritage causes",N,other,AI-powered answer engine (alternative to Google search; valued $9B+),Research Intern,Researcher,Researcher,tech,high,3.0,,N,2022,,,,1.0
archie_aldis_emerson,39,,,0,2.0,Y,Father (Curly Emmerson) - operations/founding partner,low,Sierra Pacific Industries,AriZona Beverages,,0.0,,"american,italian",Lumber / sawmill,,,N,working,Mill owner / lumber entrepreneur,N,,,,,N,,,Self-funded/Bootstrap,self_funded,,,,winner_take_most,,low,"ip,location,scale",Scale / land ownership,,,1.0,1.0,,,,,,,,Beverage distribution and sales,Employee scholarships,,other,Largest private lumber company in US; owns 2.4M acres of forest (largest private landowner in CA after Irvine Co),Co-Founder,Co-Founder/Owner,,"ops,sales",low,20.0,100.0,,1949,,34.0,,20.0
arnold_schwarzenegger,,77.0,,3,0.0,N,,high,Bodybuilding / Mr. Universe,Film Industry,California Government,0.0,,"american,austrian",,Y,,N,working,Police chief (small Austrian village),Y,,After-School All-Stars,,,N,Governor of California (2003-2011),,Self-funded / Personal earnings,self_funded,N,,Groping allegations during 2003 recall campaign; paternity scandal with household employee,winner_take_most,,high,"brand,ip",Brand / Personal IP,Housewife,CA Governor 2003-2011,3.0,3.0,1.0,,Y,,republican,,N,Entertainment / Real Estate / Investing,"Environment, fitness, youth",N,"media_entertainment,real_estate","Film career ($400M+ box office), CA real estate investments (from 1970s), governorship",Competitor,Actor,Governor,sales,high,,,N,1996,15.0,56.0,8.0,3.0
art_levinson,63,,,1,,Y,Jason Murray (co-founder),,Genentech,Google,Calico,,,"american,jewish",,Y,PV3,N,,,N,,,,,N,,,,,,,,fragmented,,medium,,,,,1.0,1.0,,,,,,,N,Biotechnology / Life Sciences,,,,,CEO,Board Member,CEO,tech,low,,,,2013,14.0,5.0,13.0,
arthur_blank,36,52.0,21.0,1,,Y,"Bernie Marcus (merchandising/vision), Ken Langone (capital/finance), Blank (operations)",medium,Arthur Young & Co (accountant),Handy Dan Home Improvement (fired 1978),,,800.0,"american,white",,Y,AMB Group,N,middle,Pharmacist (died when Arthur was 15),N,,Arthur M. Blank Family Foundation,,,Y,,Jewish heritage,,,N,,,winner_take_most,,medium,"brand,scale",Scale/Brand,Homemaker,,2.0,1.0,3.0,,N,,democrat,,N,Retail / Home Improvement,"Atlanta community, youth development, green spaces, Grady Hospital",Y,retail,Retail,Senior Accountant,CFO/VP Finance,,"ops,sales",low,14.0,,Y,1978,,5.0,,
arthur_dantchik,30,47.0,,2,,Y,"Jeff Yass (co-founder, roommate, best friend)",low,Professional Gambling / Las Vegas,Susquehanna International Group,,,1500.0,"american,white",,Y,,N,,,N,Kleiner Perkins,Benificus Foundation ($98M assets),,7.0,Y,Obama Economic Recovery Advisory Board,Jewish heritage,Self-funded,self_funded,,,,,,low,,,,CLAWS Foundation ($220M+ with Yass since 2013); funded controversial Israeli judicial reform (Kohelet Policy Forum),5.0,1.0,,,,,democrat,was Republican 1997; switched,,Trading / Finance,Israeli judicial reform,,other,"Market making, options trading, quantitative strategies",Professional Gambler,Co-Founder / Managing Director,,finance,low,5.0,19.0,,1987,6.0,39.0,,
arthur_levine,,,,4,,Y,"Lauren Leichtman (wife, co-founder)",high,Westwood One,Levine Leichtman Capital Partners,,,,"american,indian",,,,N,,,Y,,,,,,,,Self-funded,self_funded,,,,fragmented,,low,,,,,1.0,1.0,1.0,,Y,,,,,Private Equity / Buyout,,,management_fees,Management fees / carried interest,President,Co-Founder,,finance,,5.0,,,1984,,42.0,,
arturo_moreno,,,,,,,,low,US Army (Vietnam),Outdoor Systems,Los Angeles Angels,0.0,,"american,mexican",None mentioned,,,N,working,,N,,,,,N,Mayor,,G.I. Bill (education funding),other,N,Ran for NYC Mayor 2013 (unsuccessful),,fragmented,,medium,"brand,scale",Scale/Brand in outdoor advertising,,Ran for NYC Mayor 2013 (Republican primary); WABC radio host interviewing political figures,,1.0,,,,Parents from Mexico (first-gen immigrants),,,N,Billboard advertising / sports ownership,,,other,Sold Outdoor Systems to Infinity Broadcasting $8.7B (1999); LA Angels owner,Soldier (draftee),Owner/Executive,Owner,"ops,sales",,,,N,,,,,
arvid_lunnemark,,,,0,,Y,,low,Jane Street,Stripe,Cursor,,,"american,swedish",,Y,Third Security,N,working,"Master sergeant, U.S. Air Force",Y,,,,,,,,,,,,,,,low,,,,,3.0,2.0,,,Y,,,,,Software / AI,,,saas_subscription,SaaS/Subscription,Quantitative Trading Intern,Software Engineering Intern,Co-Founder,tech,,,,,2022,,,,3.0
assaf_rappaport,37,,,0,,Y,Technical/Engineering,,Microsoft,Adallom,,,,"american,israeli",,,,N,,,Y,,,,,N,,,Venture Capital,venture_capital,,,,fragmented,,medium,network_effects,Network Effects,,,3.0,2.0,,,,,,,N,Cybersecurity,,,saas_subscription,SaaS,General Manager,CEO,,tech,low,,10.0,,2020,,,,
august_troendle,37,,,0,,N,,,FDA,Sandoz (Novartis),,,,american,,,,N,,,N,Accel,,,,N,,,Bootstrapped,self_funded,,,,fragmented,,low,"reputation,scale",Scale/Expertise,,,0.0,1.0,,,,,republican,,N,Clinical Research / Pharma,,,other,Contract Research Services,Medical Review Officer,Director,,"ops,tech",low,6.0,20.0,,1992,1.0,5.0,,
austen_cargill_ii,,,,0,,Y,,low,Cargill,Cargill,,,,american,Food/Agriculture/Commodities,Y,Waycrosse,Y,wealthy,Cargill family heir / business executive,N,,,,,N,,Scandinavian descent,,,,,,fragmented,,low,"distribution,scale",Scale/Supply Chain,,,,,2.0,,,,republican,,,Agriculture/Food,"LDS community, philanthropy",,product_sales,Product Sales,Marine Biologist,Vice President,,,,,,,1865,,,,
austin_russel,17,25.0,17.0,0,,,,medium,Luminar Technologies,GE (General Electric),,0.0,,american,,,,N,middle,,N,Thiel Foundation,,Solo or Co-Founded,,N,,White,Thiel Fellowship,other,N,,,winner_take_most,,medium,"ip,technology",Technology/IP,,,,1.0,1.0,,,,,,N,Lidar / Autonomous Vehicles,,N,other,Lidar sensors for autonomous vehicles,Founder / CEO,Chairman and CEO,,tech,low,0.0,,N,2012,14.0,8.0,,3.0
avram_glazer,,,,0,0.0,,,,Manchester United,Innovate Corp,,,,"american,jewish","Sports franchises (NFL, soccer)",,,Y,wealthy,Shopping mall magnate / sports franchise owner,N,,Glazer Family Foundation,,,N,,,,,,,Manchester United fan lawsuits over leveraged buyout; shareholder disputes,,,medium,brand,Brand,,,,,,,N,,republican,,N,Sports franchise ownership / corporate governance,"Arts education, medical/hospital facilities",Y,other,"Matchday revenue, broadcasting, commercial",Co-Chairman,Chairman of the Board,,"finance,ops",low,,,,1946,21.0,6.0,,
axel_stawski,,,,0,,Y,Brother Ed Park (co-founder),,Athenahealth,U.S. Government (CTO),White House,,,"american,german",Real estate development,,,N,,"Real estate developer (shopping centers, West Germany)",Y,,,,,,White House Technology Advisor (2014–2017); U.S. Chief Technology Officer (2012–2014),,,,,,,,,,,,,,1.0,2.0,,,Y,Holocaust survivors from post-war Germany,,,,,Holocaust remembrance (Yad Vashem),,real_estate,Rental/leasing (commercial and residential real estate),Co-Founder,U.S. Chief Technology Officer,Technology Advisor,,,,,,1973,1997.0,2.0,3.0,
b_wayne_hughes_jr,46,,,0,,N,,,Public Storage,American Commercial Equities,CoreWeave,,,"american,white",Self-storage / Real estate,Y,,Y,wealthy,Co-founder of Public Storage (self-storage),N,,Hughes Charitable Foundation,,,N,,,,,,,,winner_take_most,,low,switching_costs,Infrastructure / Client Lock-in,,,,2.0,,,,,republican,,,Real estate acquisitions and management,"Education, at-risk youth, food and housing insecurity, military families, victims of crime, former inmates",,other,Computing Power / Cloud Services,Employee / Vice President of Acquisitions,Founder / Principal,Director,"finance,ops",low,19.0,,,2005,,21.0,,
baiju_bhatt,,,,0,,Y,Vlad Tenev (engineering/CEO); Bhatt (design/product),low,Cox Interactive Media,Independent web design company,Mailchimp,0.0,,"american,indian",None mentioned,,,N,,,N,,,,,,,,Bootstrapped,self_funded,,,,winner_take_most,,low,"brand,network_effects",Brand/Network Effects/First-mover,,,1.0,1.0,,,Y,from India,,,,Technology/Finance,,,transaction_commission,Commission-free/Payment for order flow,Web designer/employee,Co-founder,Co-founder/COO,"finance,tech",,,6.0,,2013,,,20.0,20.0
barbara_banke,,,,0,5.0,Y,"Jess Jackson (co-founder, husband)",,Law firm (same as Jess Jackson),Jackson Family Wines,Devoted Health,,,,Winery / Wine Production,,,N,,,N,,,,,N,,,Self-Funded,self_funded,,,,fragmented,,low,,,,,1.0,1.0,2.0,,,,,,,Wine / Consumer Goods,"Education, Environment, Horse Racing",Y,product_sales,Product Sales,Land use lawyer / law partner,Chairman and Proprietor,CEO / Co-Founder,"legal,ops",low,,,,1985,,,,
barbara_tyson,,,,0,,N,,,Tyson Foods,Tyson Foods,,,,,Meat/food processing (Tyson Foods),,,Y,wealthy,Public school teacher,N,,,,,,,,Personal debt (credit card),debt_financing,,Extended Stay America bankruptcy,"Extended Stay America bankruptcy ($7.4B debt deal, filed bankruptcy protection)",fragmented,,,,,Public school teacher,,,1.0,,,,,,,N,Food industry / corporate governance,,,"food_beverage,real_estate",Rental income / hotel operations,Vice President,Consultant,,"finance,ops",,,,,1986,,,,
barry_bentley,,,,0,1.0,Y,Brother (Keith Bentley),,,,,,,,Infrastructure engineering software,,,N,,,N,,Robbins Family Foundation,,,,,,,,,,,fragmented,,medium,,,Schoolteacher,,1.0,,,,,,,,,,"Education reform, poverty alleviation (New York City)",,"financial_services,management_fees",Hedge fund management fees,,,,,,,,,1984,,,,
barry_diller,53,,,0,0.0,N,,high,William Morris Agency (mailroom),ABC (youngest head of prime-time programming at 29),Paramount Pictures (Chairman),,260.0,"american,white",,Y,,N,middle,Real estate developer,N,,Room to Breathe,,5.2,N,,Jewish heritage,Self-funded/bootstrapped,self_funded,Y,,,,,high,brand,Brand/Network,,Vocal critic of Donald Trump; supporter of Democratic candidates,0.0,2.0,2.0,,Y,Canada,democrat,,N,Media and Internet,Parks and public spaces,Y,diversified,"IAC holding company (Dotdash Meredith, Care.com, Turo); Expedia Group",Mail room clerk,Executive (Prime-Time Chief),Chairman,finance,low,,,Y,1995,5.0,8.0,10.0,
barry_rosenstein,,,,1,,N,,high,Stand-up comedy,,,,,"american,white",,,,,lower_middle,,N,,,,,N,,,Self-funded,self_funded,,,,fragmented,,medium,"ip,scale",Scale/Content ownership,,,0.0,1.0,,,,,democrat,,,Activist investing / hedge funds,,,"financial_services,food_beverage","Activist hedge fund. Notable campaigns: Whole Foods (led to Amazon acquisition), Apple.",Comedian,,,finance,,,,,1993,,,,
barry_sternlicht,30,,27.0,0,1.0,N,John Arrillaga – real estate development partner,high,JMB Realty,,,,,"american,white",Real estate,Y,JAWS Ventures,N,middle,Property owner/landlord (small portfolio),N,,Peery Foundation,,,N,,Jewish heritage,Self-funded/PE,self_funded,Y,,,fragmented,,medium,"brand,scale",Brand/Scale,,Vocal critic of Federal Reserve interest rate policy,0.0,2.0,1.0,,N,,republican,historically bipartisan,N,Real Estate Private Equity,Bay Area and international nonprofit groups,Y,"food_beverage,healthcare,real_estate",Real estate PE and hospitality (~$115B invested since founding),Real estate finance,,,finance,medium,7.0,,Y,1991,4.0,,,
behdad_eghbali,32,,,0,,Y,Jose E. Feliciano,medium,TPG Capital,Clearlake Capital,,0.0,,"american,iranian",,Y,,N,middle,,Y,,,,,N,,,Personal savings,self_funded,,,,fragmented,,low,"ip,reputation","Relationships/Expertise in software, industrial, consumer PE",,,1.0,1.0,1.0,,Y,"Iran to US, childhood",,,N,Private Equity / Technology,,,management_fees,Tech-focused PE ($90B+ AUM),Private Equity Professional,Co-Founder / Managing Partner,,"finance,tech",low,,95.0,,2006,,18.0,,
ben_ashkenazy,,,,0,2.0,N,,medium,Ashkenazy Acquisitions,WWE (WWF),,,,"american,israeli",Wrestling Promotion,,,N,working,Vince McMahon Sr. (wrestling promoter),Y,,,,,,,,,,,XFL (failed twice),,fragmented,,low,location,Location/Asset scarcity (landmark retail properties),,Wife Linda appointed SBA head (Trump 1st term); nominated Education Secretary (Trump 2nd term),0.0,1.0,,,,,republican,,,Retail Real Estate,,,"real_estate,retail",NYC/major city retail and mixed-use real estate,Founder & CEO,Owner / Chairman / CEO,,"finance,ops",,,,,1982,10.0,,,
ben_chestnut,,,,1,,Y,Dan Kurzius – co-founder with complementary business background,,Cox Interactive Media,Own web design company (co-founded with Kurzius),,,,"american,german",Hair salon,,,N,lower_middle,,Y,,,,,,,,Bootstrapped,self_funded,,,SEC insider trading charges (settled 2024),,,,,,Hair salon owner,,1.0,4.0,,,,,,,,Network hardware / computer engineering,,,saas_subscription,SaaS / Subscription,Web professional,Co-founder,,tech,,,50.0,,2001,,22.0,,20.0
